   2    48     0.0000000     0.1000000     0.0208333    50        91716  2.590328e+01   -1.003438e+00  2.014942e-05   0.000000e+00  0.000000e+00   3.545930e+00  3.192911e-04   3.465896e+00  2.938377e-04   1.533997e+00  2.030280e-04   7.051458e+00  1.865306e-03   1.525036e+00  2.000932e-04   1.524483e+00  1.951047e-04  1.160894e+00  1.726678e-04  5.855959e-01  9.416017e-05  3.017437e-01  0.000000e+00  2.319979e+03  1.295382e-01
   2    48     0.0000000     0.2000000     0.0208333    50        95156  2.675249e+01   -1.013962e+00  2.094960e-05   0.000000e+00  0.000000e+00   4.949760e+00  6.762002e-04   4.788098e+00  6.077256e-04   1.794162e+00  3.208304e-04   9.642694e+00  3.456096e-03   1.778267e+00  3.142564e-04   1.762111e+00  3.013879e-04  1.403731e+00  2.714770e-04  7.222614e-01  1.936606e-04  5.151479e-01  0.000000e+00  2.368758e+03  1.322855e-01
   2    48     0.0000000     0.3000000     0.0208333    50        99035  2.763942e+01   -1.032260e+00  1.755521e-05   0.000000e+00  0.000000e+00   7.450413e+00  1.187408e-03   7.057321e+00  1.025314e-03   2.152143e+00  6.363161e-04   1.386716e+01  8.174656e-03   2.118844e+00  5.968393e-04   2.061290e+00  5.098983e-04  1.802972e+00  4.378589e-04  9.576943e-01  5.906559e-04  8.019223e-01  0.000000e+00  2.454964e+03  1.076726e-01
   2    48     0.0000000     0.4000000     0.0208333    50       103213  2.876194e+01   -1.058839e+00  1.613634e-05   0.000000e+00  0.000000e+00   1.284167e+01  4.659133e-03   1.152702e+01  3.378496e-03   2.693807e+00  1.132792e-03   2.170635e+01  1.837742e-02   2.604275e+00  9.786286e-04   2.422866e+00  7.020316e-04  2.579926e+00  1.229165e-03  1.416469e+00  1.286223e-03  1.277332e+00  0.000000e+00  2.583119e+03  9.744643e-02
   2    48     0.0000000     0.5000000     0.0208333    60       107921  3.000061e+01   -1.094447e+00  1.770273e-05   8.993056e-05  8.697488e-06   3.044907e+01  2.188829e-02   2.193693e+01  8.407318e-03   3.705994e+00  2.184252e-03   4.098523e+01  4.816801e-02   3.316873e+00  1.307886e-03   2.722155e+00  6.305093e-04  4.758749e+00  3.870986e-03  2.616614e+00  3.357767e-03  2.296345e+00  0.000000e+00  2.759827e+03  1.110135e-01
   2    48     0.0000000     0.6000000     0.0208333   210       113496  3.140058e+01   -1.141072e+00  1.223790e-05   4.749564e-02  1.452584e-04   1.265749e+02  9.771666e-02   3.076548e+01  1.435621e-02   6.115408e+00  2.847876e-03   1.105224e+02  1.021832e-01   3.624059e+00  9.838809e-04   2.639312e+00  5.244324e-04  1.348136e+01  9.691861e-03  6.334044e+00  4.577572e-03  4.383610e+00  0.000000e+00  2.999862e+03  7.687047e-02
   2    48     0.0000000     0.7000000     0.0208333    60       119680  3.304523e+01   -1.200845e+00  1.964564e-05   5.243056e-05  5.806445e-06   3.646791e+01  2.333477e-02   2.677333e+01  1.017782e-02   4.424887e+00  2.712079e-03   5.834951e+01  7.083015e-02   3.835415e+00  1.498266e-03   2.964729e+00  8.531382e-04  4.597004e+00  3.197981e-03  2.994932e+00  3.922552e-03  2.680642e+00  0.000000e+00  3.322384e+03  1.399274e-01
   2    48     0.0000000     0.8000000     0.0208333    60       125916  3.471237e+01   -1.265144e+00  2.131314e-05   0.000000e+00  0.000000e+00   2.425774e+01  8.857592e-03   2.070980e+01  5.807491e-03   4.041320e+00  1.692789e-03   4.873688e+01  4.097212e-02   3.691716e+00  1.236288e-03   3.026548e+00  7.670954e-04  3.161997e+00  1.333323e-03  2.350908e+00  2.017184e-03  2.211780e+00  0.000000e+00  3.687852e+03  1.426187e-01
   2    48     0.0000000     0.9000000     0.0208333    60       132395  3.640410e+01   -1.332289e+00  2.288333e-05   0.000000e+00  0.000000e+00   2.008087e+01  6.022069e-03   1.793095e+01  4.299553e-03   3.902090e+00  1.858991e-03   4.545453e+01  4.319593e-02   3.618723e+00  1.396327e-03   3.036493e+00  7.859033e-04  2.645273e+00  1.106894e-03  2.137757e+00  2.076622e-03  2.039403e+00  0.000000e+00  4.089573e+03  1.750571e-01
   2    48     0.0000000     1.0000000     0.0208333    60       138873  3.808892e+01   -1.401448e+00  2.419197e-05   0.000000e+00  0.000000e+00   1.841575e+01  4.784929e-03   1.672041e+01  3.671564e-03   3.865622e+00  1.691847e-03   4.461516e+01  3.862873e-02   3.597287e+00  1.283440e-03   3.037414e+00  7.677760e-04  2.432573e+00  8.514361e-04  2.086471e+00  1.717889e-03  1.994569e+00  0.000000e+00  4.525160e+03  2.007260e-01
   2    48     0.0010000     0.6000000     0.0208333   150       113377  3.700202e+01   -1.141069e+00  1.395714e-05   4.780764e-02  1.895705e-04   1.441021e+02  1.590040e-01   3.171691e+01  1.899386e-02   6.530428e+00  4.774204e-03   1.256240e+02  1.820353e-01   3.670330e+00  1.287613e-03   2.653419e+00  6.698069e-04  1.438038e+01  1.330410e-02  6.743715e+00  6.866361e-03  4.617181e+00  0.000000e+00  2.999925e+03  8.642461e-02
   2    48     0.0020000     0.6000000     0.0208333   150       113705  3.705375e+01   -1.141118e+00  1.311415e-05   4.805806e-02  1.792581e-04   1.644480e+02  1.932727e-01   3.261023e+01  2.012058e-02   7.009219e+00  4.961757e-03   1.441094e+02  1.988721e-01   3.718650e+00  1.300088e-03   2.669734e+00  6.024449e-04  1.536047e+01  1.541876e-02  7.186282e+00  6.630568e-03  4.869860e+00  0.000000e+00  3.000145e+03  9.023718e-02
   2    48     0.0030000     0.6000000     0.0208333   150       113508  3.710121e+01   -1.141093e+00  1.197670e-05   4.848445e-02  1.721806e-04   1.880996e+02  2.570026e-01   3.350787e+01  2.221727e-02   7.545640e+00  6.631505e-03   1.661658e+02  2.864644e-01   3.763529e+00  1.424625e-03   2.684055e+00  7.352848e-04  1.640896e+01  1.774273e-02  7.658274e+00  7.789545e-03  5.140727e+00  0.000000e+00  2.999994e+03  7.856594e-02
