#S=1, 1-alpha_alter
# J_perp, alpha_c, alpha_c
0.01 0.5676 0.6089
0.02 0.5504 0.6314
0.03 0.53297 0.65868
0.04 0.51577 0.69104
0.05 0.49901 0.72905
0.06 0.48282 0.7751
0.07 0.46721 0.8332
0.08 0.45197 0.9175
0.09 0.43730
0.1   0.4232
0.2   0.2991
0.3   0.1991
0.4   0.1168
0.5   0.0496
0.6   0.0060
0.7   0.0426
0.8   0.0646
0.9   0.0782
1.0   0.0856
